"v","e","s","t"
1000,124875,1,9319
1000,124875,2,24098520
1000,124875,3,24136863
1000,124875,0,64331159
1000,124875,1,9298
1000,124875,2,25623514
1000,124875,3,25662242
1000,124875,0,66583108
1000,124875,1,8726
1000,124875,2,25287457
1000,124875,3,25324581
1000,124875,0,63560936
1000,124875,1,8757
1000,124875,2,24471049
1000,124875,3,24505905
1000,124875,0,63298771
1000,124875,1,9022
1000,124875,2,24937473
1000,124875,3,24975089
1000,124875,0,63768834
1000,124875,1,8826
1000,124875,2,24689422
1000,124875,3,24723836
1000,124875,0,63636475
1000,124875,1,8760
1000,124875,2,25059097
1000,124875,3,25094286
1000,124875,0,65251498
1000,124875,1,8990
1000,124875,2,23986559
1000,124875,3,24024699
1000,124875,0,64749849
1000,124875,1,8811
1000,124875,2,23772432
1000,124875,3,23810861
1000,124875,0,64317705
1000,124875,1,8913
1000,124875,2,23988985
1000,124875,3,24027884
1000,124875,0,63712653
1000,124875,1,8731
1000,124875,2,24002142
1000,124875,3,24036005
1000,124875,0,61968664
1000,124875,1,8896
1000,124875,2,24196302
1000,124875,3,24235927
1000,124875,0,63265631
1000,124875,1,8940
1000,124875,2,24473692
1000,124875,3,24511897
1000,124875,0,65825496
1000,124875,1,8765
1000,124875,2,24703395
1000,124875,3,24741337
1000,124875,0,65051458
1000,124875,1,8769
1000,124875,2,23993756
1000,124875,3,24029214
1000,124875,0,63828234
1000,124875,1,8907
1000,124875,2,24011251
1000,124875,3,24046277
1000,124875,0,65001308
1000,124875,1,8806
1000,124875,2,24860487
1000,124875,3,24896001
1000,124875,0,63757163
1000,124875,1,9132
1000,124875,2,24910456
1000,124875,3,24949052
1000,124875,0,63712643
1000,124875,1,8802
1000,124875,2,24070801
1000,124875,3,24104874
1000,124875,0,66623902
1000,124875,1,9644
1000,124875,2,24398311
1000,124875,3,24437208
1000,124875,0,63291221
1000,124875,1,9014
1000,124875,2,24213949
1000,124875,3,24252375
1000,124875,0,63351173
1000,124875,1,8872
1000,124875,2,26002362
1000,124875,3,26040950
1000,124875,0,64488351
1000,124875,1,8920
1000,124875,2,24289941
1000,124875,3,24328644
1000,124875,0,71787406
1000,124875,1,8894
1000,124875,2,25627559
1000,124875,3,25662864
1000,124875,0,65081760
1000,124875,1,8900
1000,124875,2,24086174
1000,124875,3,24121850
1000,124875,0,64265480
1000,124875,1,8786
1000,124875,2,24744707
1000,124875,3,24783528
1000,124875,0,63606975
1000,124875,1,8891
1000,124875,2,24616984
1000,124875,3,24651511
1000,124875,0,66286626
1000,124875,1,9129
1000,124875,2,25362721
1000,124875,3,25401382
1000,124875,0,63728107
1000,124875,1,8940
1000,124875,2,25732878
1000,124875,3,25766677
1000,124875,0,65977200
1000,124875,1,8860
1000,124875,2,24437050
1000,124875,3,24474586
1000,124875,0,63668539
1000,124875,1,8898
1000,124875,2,25136067
1000,124875,3,25173486
1000,124875,0,64469529
1000,124875,1,9588
1000,124875,2,24183127
1000,124875,3,24221528
1000,124875,0,62812522
1000,124875,1,9364
1000,124875,2,24109298
1000,124875,3,24146077
1000,124875,0,70080948
1000,124875,1,8808
1000,124875,2,23982312
1000,124875,3,24016999
1000,124875,0,64202804
1000,124875,1,8829
1000,124875,2,25880711
1000,124875,3,25915599
1000,124875,0,63527867
1000,124875,1,8965
1000,124875,2,24074327
1000,124875,3,24111984
1000,124875,0,65199030
1000,124875,1,9012
1000,124875,2,23957119
1000,124875,3,23991925
1000,124875,0,70701386
1000,124875,1,9518
1000,124875,2,24293076
1000,124875,3,24328557
1000,124875,0,63304165
1000,124875,1,8858
1000,124875,2,24157389
1000,124875,3,24190680
1000,124875,0,65115158
1000,124875,1,8834
1000,124875,2,24772962
1000,124875,3,24812881
1000,124875,0,63814270
1000,124875,1,8935
1000,124875,2,24611269
1000,124875,3,24649005
1000,249750,0,129343441
1000,249750,1,8659
1000,249750,2,49851579
1000,249750,3,49885412
1000,249750,0,127968703
1000,249750,1,8960
1000,249750,2,49324124
1000,249750,3,49357700
1000,249750,0,124677872
1000,249750,1,9116
1000,249750,2,47960587
1000,249750,3,47997343
1000,249750,0,124549028
1000,249750,1,9259
1000,249750,2,48437882
1000,249750,3,48471791
1000,249750,0,126601002
1000,249750,1,9076
1000,249750,2,48067264
1000,249750,3,48103846
1000,249750,0,127225265
1000,249750,1,8998
1000,249750,2,48002780
1000,249750,3,48035786
1000,249750,0,132751733
1000,249750,1,8691
1000,249750,2,48126498
1000,249750,3,48160631
1000,249750,0,128334559
1000,249750,1,8976
1000,249750,2,47936839
1000,249750,3,47974979
1000,249750,0,125118053
1000,249750,1,9005
1000,249750,2,51316186
1000,249750,3,51353761
1000,249750,0,131395817
1000,249750,1,9061
1000,249750,2,47860036
1000,249750,3,47899160
1000,249750,0,127965222
1000,249750,1,9404
1000,249750,2,47879857
1000,249750,3,47915702
1000,249750,0,126909866
1000,249750,1,9406
1000,249750,2,52036502
1000,249750,3,52071555
1000,249750,0,126379548
1000,249750,1,8963
1000,249750,2,47965075
1000,249750,3,47998027
1000,249750,0,126681598
1000,249750,1,9047
1000,249750,2,51640534
1000,249750,3,51676215
1000,249750,0,126427961
1000,249750,1,9011
1000,249750,2,49491378
1000,249750,3,49528616
1000,249750,0,126810511
1000,249750,1,9259
1000,249750,2,47863513
1000,249750,3,47900345
1000,249750,0,127789306
1000,249750,1,9016
1000,249750,2,48996459
1000,249750,3,49034405
1000,249750,0,129965730
1000,249750,1,8778
1000,249750,2,47824988
1000,249750,3,47857461
1000,249750,0,125895302
1000,249750,1,8835
1000,249750,2,48355310
1000,249750,3,48388318
1000,249750,0,127967825
1000,249750,1,8920
1000,249750,2,51882179
1000,249750,3,51917945
1000,249750,0,125154538
1000,249750,1,8958
1000,249750,2,47805043
1000,249750,3,47838421
1000,249750,0,128492275
1000,249750,1,8902
1000,249750,2,50881164
1000,249750,3,50917137
1000,249750,0,125019960
1000,249750,1,9474
1000,249750,2,47936868
1000,249750,3,47971230
1000,249750,0,130504882
1000,249750,1,8887
1000,249750,2,48679037
1000,249750,3,48716079
1000,249750,0,127067445
1000,249750,1,8958
1000,249750,2,48380603
1000,249750,3,48414580
1000,249750,0,129587127
1000,249750,1,9357
1000,249750,2,48388180
1000,249750,3,48428621
1000,249750,0,124611231
1000,249750,1,8786
1000,249750,2,48005252
1000,249750,3,48041064
1000,249750,0,123532619
1000,249750,1,8920
1000,249750,2,48867850
1000,249750,3,48904441
1000,249750,0,124907520
1000,249750,1,8942
1000,249750,2,48224556
1000,249750,3,48262123
1000,249750,0,126479479
1000,249750,1,14954
1000,249750,2,47916914
1000,249750,3,47958949
1000,249750,0,125522457
1000,249750,1,9531
1000,249750,2,48076500
1000,249750,3,48113484
1000,249750,0,133111785
1000,249750,1,9508
1000,249750,2,47982817
1000,249750,3,48022264
1000,249750,0,127497710
1000,249750,1,8894
1000,249750,2,47906746
1000,249750,3,47942815
1000,249750,0,123665140
1000,249750,1,8918
1000,249750,2,49710809
1000,249750,3,49748009
1000,249750,0,126215194
1000,249750,1,9016
1000,249750,2,47890073
1000,249750,3,47924037
1000,249750,0,126124338
1000,249750,1,9192
1000,249750,2,49935928
1000,249750,3,49972567
1000,249750,0,141541717
1000,249750,1,8985
1000,249750,2,47933177
1000,249750,3,47967970
1000,249750,0,123465144
1000,249750,1,9655
1000,249750,2,47922039
1000,249750,3,47956641
1000,249750,0,123654277
1000,249750,1,8855
1000,249750,2,48458620
1000,249750,3,48493788
1000,249750,0,129348950
1000,249750,1,8929
1000,249750,2,49819647
1000,249750,3,49855784
1000,249750,0,129503164
1000,249750,1,8869
1000,249750,2,47929670
1000,249750,3,47963631
1000,249750,0,125097633
1000,249750,1,9270
1000,249750,2,47956573
1000,249750,3,47991225
1000,249750,0,124425613
1000,249750,1,9094
1000,249750,2,48431523
1000,249750,3,48465061
1000,249750,0,125280180
1000,249750,1,8962
1000,249750,2,48459050
1000,249750,3,48494002
1000,249750,0,125254273
1000,249750,1,9272
1000,249750,2,50643873
1000,249750,3,50680397
1000,249750,0,126821242
1000,249750,1,8945
1000,249750,2,48012045
1000,249750,3,48049274
1000,249750,0,130751108
1000,249750,1,9074
1000,249750,2,47977881
1000,249750,3,48014874
1000,249750,0,124768735
1000,249750,1,8940
1000,249750,2,47962230
1000,249750,3,47999060
1000,249750,0,130758523
1000,249750,1,9018
1000,249750,2,50780804
1000,249750,3,50818900
1000,249750,0,125735008
1000,249750,1,8869
1000,249750,2,47873324
1000,249750,3,47906825
1000,374625,0,190097829
1000,374625,1,8827
1000,374625,2,73520777
1000,374625,3,73555999
1000,374625,0,189195489
1000,374625,1,8786
1000,374625,2,77820002
1000,374625,3,77857676
1000,374625,0,185919705
1000,374625,1,8800
1000,374625,2,72023185
1000,374625,3,72059654
1000,374625,0,185823416
1000,374625,1,8876
1000,374625,2,71736067
1000,374625,3,71772191
1000,374625,0,189508304
1000,374625,1,8922
1000,374625,2,71844788
1000,374625,3,71882108
1000,374625,0,197166260
1000,374625,1,8844
1000,374625,2,71814276
1000,374625,3,71849850
1000,374625,0,188934185
1000,374625,1,9063
1000,374625,2,71696304
1000,374625,3,71734208
1000,374625,0,189001985
1000,374625,1,9592
1000,374625,2,73884952
1000,374625,3,73921135
1000,374625,0,188600781
1000,374625,1,10103
1000,374625,2,77112017
1000,374625,3,77151474
1000,374625,0,189481583
1000,374625,1,8829
1000,374625,2,76135192
1000,374625,3,76170655
1000,374625,0,187272068
1000,374625,1,9225
1000,374625,2,72646320
1000,374625,3,72682141
1000,374625,0,191039055
1000,374625,1,8884
1000,374625,2,73318566
1000,374625,3,73357340
1000,374625,0,186498127
1000,374625,1,8860
1000,374625,2,71617410
1000,374625,3,71652565
1000,374625,0,187477825
1000,374625,1,8728
1000,374625,2,72473470
1000,374625,3,72508708
1000,374625,0,187362386
1000,374625,1,8844
1000,374625,2,77593201
1000,374625,3,77629024
1000,374625,0,186785236
1000,374625,1,8844
1000,374625,2,77369164
1000,374625,3,77404790
1000,374625,0,186934520
1000,374625,1,8662
1000,374625,2,74550237
1000,374625,3,74585087
1000,374625,0,212651897
1000,374625,1,9524
1000,374625,2,71699048
1000,374625,3,71734397
1000,374625,0,190441441
1000,374625,1,8905
1000,374625,2,76185259
1000,374625,3,76222919
1000,374625,0,192632969
1000,374625,1,8780
1000,374625,2,77342706
1000,374625,3,77377713
1000,374625,0,188769096
1000,374625,1,8731
1000,374625,2,72400487
1000,374625,3,72436842
1000,374625,0,186722302
1000,374625,1,9852
1000,374625,2,71817696
1000,374625,3,71855276
1000,374625,0,189401954
1000,374625,1,8827
1000,374625,2,71777292
1000,374625,3,71813396
1000,374625,0,188981789
1000,374625,1,9852
1000,374625,2,75674944
1000,374625,3,75717381
1000,374625,0,189750309
1000,374625,1,9595
1000,374625,2,74536771
1000,374625,3,74576748
1000,374625,0,188179927
1000,374625,1,8894
1000,374625,2,71583165
1000,374625,3,71620069
1000,374625,0,188468588
1000,374625,1,8842
1000,374625,2,76037662
1000,374625,3,76072053
1000,374625,0,187299714
1000,374625,1,9021
1000,374625,2,73140804
1000,374625,3,73175467
1000,374625,0,189089313
1000,374625,1,9194
1000,374625,2,71934170
1000,374625,3,71970396
1000,374625,0,188866918
1000,374625,1,8866
1000,374625,2,75115721
1000,374625,3,75150924
1000,374625,0,189898011
1000,374625,1,8646
1000,374625,2,73498413
1000,374625,3,73531506
1000,374625,0,189601570
1000,374625,1,9143
1000,374625,2,71715944
1000,374625,3,71751402
1000,374625,0,189613134
1000,374625,1,8780
1000,374625,2,73393676
1000,374625,3,73428319
1000,374625,0,188301523
1000,374625,1,9904
1000,374625,2,73195738
1000,374625,3,73233701
1000,374625,0,187297387
1000,374625,1,8890
1000,374625,2,77740460
1000,374625,3,77775868
1000,374625,0,189297086
1000,374625,1,8978
1000,374625,2,74345883
1000,374625,3,74385590
1000,374625,0,186252380
1000,374625,1,8865
1000,374625,2,74470287
1000,374625,3,74505895
1000,374625,0,186848029
1000,374625,1,8894
1000,374625,2,74768525
1000,374625,3,74804658
1000,374625,0,196170436
1000,374625,1,8698
1000,374625,2,74274526
1000,374625,3,74310295
1000,374625,0,189289308
1000,374625,1,9293
1000,374625,2,71497614
1000,374625,3,71532463
1000,374625,0,191861326
1000,374625,1,9232
1000,374625,2,72684620
1000,374625,3,72717971
1000,374625,0,196685673
1000,374625,1,8831
1000,374625,2,74334411
1000,374625,3,74369835
1000,374625,0,187904529
1000,374625,1,8825
1000,374625,2,72146719
1000,374625,3,72185339
1000,374625,0,188460433
1000,374625,1,8894
1000,374625,2,78347782
1000,374625,3,78384390
1000,374625,0,187332964
1000,374625,1,8746
1000,374625,2,71651030
1000,374625,3,71684766
1000,374625,0,190105826
1000,374625,1,9165
1000,374625,2,73367238
1000,374625,3,73403983
1000,374625,0,186836235
1000,374625,1,8907
1000,374625,2,76219251
1000,374625,3,76253453
1000,374625,0,187065976
1000,374625,1,9005
1000,374625,2,72845480
1000,374625,3,72879960
1000,374625,0,212225348
1000,374625,1,9127
1000,374625,2,76325862
1000,374625,3,76365233
1000,374625,0,187377864
1000,374625,1,9045
1000,374625,2,74264630
1000,374625,3,74299796
1000,499500,0,260965911
1000,499500,1,8883
1000,499500,2,97246802
1000,499500,3,97282312
1000,499500,0,251900023
1000,499500,1,8869
1000,499500,2,95884296
1000,499500,3,95923750
1000,499500,0,252088550
1000,499500,1,8858
1000,499500,2,101204702
1000,499500,3,101241492
1000,499500,0,250610453
1000,499500,1,8838
1000,499500,2,103546133
1000,499500,3,103582061
1000,499500,0,247118622
1000,499500,1,8751
1000,499500,2,96101392
1000,499500,3,96135603
1000,499500,0,248693107
1000,499500,1,8887
1000,499500,2,95899256
1000,499500,3,95936412
1000,499500,0,252564796
1000,499500,1,8916
1000,499500,2,96249248
1000,499500,3,96284211
1000,499500,0,248971419
1000,499500,1,8795
1000,499500,2,96230416
1000,499500,3,96265740
1000,499500,0,248672451
1000,499500,1,8973
1000,499500,2,95955129
1000,499500,3,95994812
1000,499500,0,248506805
1000,499500,1,8936
1000,499500,2,104754915
1000,499500,3,104791389
1000,499500,0,250857982
1000,499500,1,9435
1000,499500,2,97741572
1000,499500,3,97777727
1000,499500,0,248900385
1000,499500,1,8682
1000,499500,2,103960760
1000,499500,3,103996164
1000,499500,0,256279051
1000,499500,1,8733
1000,499500,2,96009384
1000,499500,3,96045710
1000,499500,0,248339128
1000,499500,1,8726
1000,499500,2,96083866
1000,499500,3,96118992
1000,499500,0,252425541
1000,499500,1,9333
1000,499500,2,96721972
1000,499500,3,96756599
1000,499500,0,251424621
1000,499500,1,9156
1000,499500,2,102097300
1000,499500,3,102136162
1000,499500,0,253094041
1000,499500,1,9744
1000,499500,2,98863765
1000,499500,3,98901951
1000,499500,0,249117876
1000,499500,1,8804
1000,499500,2,101676251
1000,499500,3,101711982
1000,499500,0,249236047
1000,499500,1,8871
1000,499500,2,99337730
1000,499500,3,99373945
1000,499500,0,248616076
1000,499500,1,9375
1000,499500,2,103696425
1000,499500,3,103735262
1000,499500,0,248394261
1000,499500,1,8704
1000,499500,2,102242215
1000,499500,3,102276943
1000,499500,0,248140058
1000,499500,1,9027
1000,499500,2,95855862
1000,499500,3,95894466
1000,499500,0,248203368
1000,499500,1,8867
1000,499500,2,95956499
1000,499500,3,95992058
1000,499500,0,248374657
1000,499500,1,9197
1000,499500,2,104143811
1000,499500,3,104180310
1000,499500,0,260542065
1000,499500,1,8880
1000,499500,2,95864916
1000,499500,3,95903221
1000,499500,0,253580290
1000,499500,1,8851
1000,499500,2,102554067
1000,499500,3,102592634
1000,499500,0,253199984
1000,499500,1,8827
1000,499500,2,96280293
1000,499500,3,96315651
1000,499500,0,252173773
1000,499500,1,8942
1000,499500,2,96070647
1000,499500,3,96105504
1000,499500,0,255492263
1000,499500,1,9533
1000,499500,2,97228091
1000,499500,3,97265584
1000,499500,0,251071676
1000,499500,1,9499
1000,499500,2,95801490
1000,499500,3,95836993
1000,499500,0,250163058
1000,499500,1,9931
1000,499500,2,96451706
1000,499500,3,96488617
1000,499500,0,248481881
1000,499500,1,8769
1000,499500,2,97091820
1000,499500,3,97125634
1000,499500,0,251313941
1000,499500,1,9016
1000,499500,2,98065406
1000,499500,3,98101470
1000,499500,0,252944581
1000,499500,1,9097
1000,499500,2,95980434
1000,499500,3,96018429
1000,499500,0,252216524
1000,499500,1,8934
1000,499500,2,96026108
1000,499500,3,96060587
1000,499500,0,248325682
1000,499500,1,9042
1000,499500,2,102325624
1000,499500,3,102361907
1000,499500,0,251781623
1000,499500,1,9508
1000,499500,2,96807806
1000,499500,3,96846102
1000,499500,0,254232418
1000,499500,1,8909
1000,499500,2,99187385
1000,499500,3,99224104
1000,499500,0,248873361
1000,499500,1,9232
1000,499500,2,95883144
1000,499500,3,95918210
1000,499500,0,251761736
1000,499500,1,8805
1000,499500,2,98998824
1000,499500,3,99036938
1000,499500,0,248558618
1000,499500,1,10148
1000,499500,2,96826625
1000,499500,3,96864192
1000,499500,0,249045017
1000,499500,1,8795
1000,499500,2,101669756
1000,499500,3,101705287
1000,499500,0,252147602
1000,499500,1,8911
1000,499500,2,97532591
1000,499500,3,97567894
1000,499500,0,250407061
1000,499500,1,8687
1000,499500,2,97803826
1000,499500,3,97839585
1000,499500,0,248930306
1000,499500,1,9417
1000,499500,2,101841381
1000,499500,3,101877999
1000,499500,0,252597386
1000,499500,1,9190
1000,499500,2,100770698
1000,499500,3,100809488
1000,499500,0,251375319
1000,499500,1,8907
1000,499500,2,95837851
1000,499500,3,95873873
1000,499500,0,251312712
1000,499500,1,8789
1000,499500,2,100515377
1000,499500,3,100550621
1000,499500,0,250165075
1000,499500,1,9108
1000,499500,2,97321618
1000,499500,3,97361072
1000,499500,0,248742117
1000,499500,1,9074
1000,499500,2,95901152
1000,499500,3,95939055
1000,49950,0,29528011
1000,49950,1,8936
1000,49950,2,9036413
1000,49950,3,9085930
1000,49950,0,27102925
1000,49950,1,9012
1000,49950,2,8953544
1000,49950,3,9002468
1000,49950,0,27642768
1000,49950,1,9286
1000,49950,2,8974898
1000,49950,3,9026969
1000,49950,0,26051123
1000,49950,1,8918
1000,49950,2,9534600
1000,49950,3,9584972
1000,49950,0,28789721
1000,49950,1,8902
1000,49950,2,9203476
1000,49950,3,9252224
1000,49950,0,29241099
1000,49950,1,9312
1000,49950,2,9508060
1000,49950,3,9559336
1000,49950,0,27539167
1000,49950,1,9007
1000,49950,2,9087498
1000,49950,3,9139538
1000,49950,0,28245403
1000,49950,1,9085
1000,49950,2,8947129
1000,49950,3,8997529
1000,49950,0,28112718
1000,49950,1,8949
1000,49950,2,8969813
1000,49950,3,9020230
1000,49950,0,26034665
1000,49950,1,8873
1000,49950,2,8978667
1000,49950,3,9027800
1000,49950,0,26829400
1000,49950,1,9067
1000,49950,2,9766201
1000,49950,3,9816578
1000,49950,0,27551619
1000,49950,1,8900
1000,49950,2,9571253
1000,49950,3,9621980
1000,49950,0,24804302
1000,49950,1,8927
1000,49950,2,9559305
1000,49950,3,9614633
1000,49950,0,24740811
1000,49950,1,8980
1000,49950,2,8965693
1000,49950,3,9017934
1000,49950,0,24716381
1000,49950,1,9138
1000,49950,2,9125177
1000,49950,3,9173613
1000,49950,0,26625157
1000,49950,1,8974
1000,49950,2,9366118
1000,49950,3,9412170
1000,49950,0,27079926
1000,49950,1,9114
1000,49950,2,9764285
1000,49950,3,9810768
1000,49950,0,28087062
1000,49950,1,12342
1000,49950,2,11779100
1000,49950,3,11844510
1000,49950,0,27614530
1000,49950,1,8940
1000,49950,2,8965257
1000,49950,3,9012580
1000,49950,0,24767955
1000,49950,1,9003
1000,49950,2,9250051
1000,49950,3,9299975
1000,49950,0,28276733
1000,49950,1,8965
1000,49950,2,9172308
1000,49950,3,9226359
1000,49950,0,26652895
1000,49950,1,8894
1000,49950,2,9405496
1000,49950,3,9453626
1000,49950,0,26978575
1000,49950,1,9112
1000,49950,2,8999962
1000,49950,3,9050690
1000,49950,0,27387500
1000,49950,1,8892
1000,49950,2,9566642
1000,49950,3,9619437
1000,49950,0,29431689
1000,49950,1,8842
1000,49950,2,9073197
1000,49950,3,9123533
1000,49950,0,26579725
1000,49950,1,8922
1000,49950,2,9023072
1000,49950,3,9071865
1000,49950,0,26681156
1000,49950,1,8992
1000,49950,2,9984455
1000,49950,3,10029442
1000,49950,0,27385696
1000,49950,1,8994
1000,49950,2,10040400
1000,49950,3,10086279
1000,49950,0,27055938
1000,49950,1,9085
1000,49950,2,9016753
1000,49950,3,9068290
1000,49950,0,24719913
1000,49950,1,8933
1000,49950,2,8977195
1000,49950,3,9025373
1000,49950,0,25520308
1000,49950,1,9034
1000,49950,2,9460055
1000,49950,3,9512742
1000,49950,0,28125575
1000,49950,1,8947
1000,49950,2,8991129
1000,49950,3,9043378
1000,49950,0,27393749
1000,49950,1,9049
1000,49950,2,10069934
1000,49950,3,10114746
1000,49950,0,26975411
1000,49950,1,9099
1000,49950,2,9991874
1000,49950,3,10035683
1000,49950,0,29028199
1000,49950,1,8882
1000,49950,2,9293447
1000,49950,3,9341596
1000,49950,0,26332913
1000,49950,1,8945
1000,49950,2,9912405
1000,49950,3,9959111
1000,49950,0,26519945
1000,49950,1,8931
1000,49950,2,8978564
1000,49950,3,9027827
1000,49950,0,27310005
1000,49950,1,8999
1000,49950,2,9474653
1000,49950,3,9525680
1000,49950,0,27736119
1000,49950,1,9377
1000,49950,2,9932901
1000,49950,3,9977032
1000,49950,0,27143101
1000,49950,1,9089
1000,49950,2,10841806
1000,49950,3,10888915
1000,49950,0,29986499
1000,49950,1,8942
1000,49950,2,9039275
1000,49950,3,9088380
1000,49950,0,27137164
1000,49950,1,8882
1000,49950,2,9075395
1000,49950,3,9126488
1000,49950,0,27704122
1000,49950,1,8954
1000,49950,2,9144658
1000,49950,3,9194779
1000,49950,0,27458358
1000,49950,1,9065
1000,49950,2,10326065
1000,49950,3,10372190
1000,49950,0,24986252
1000,49950,1,8778
1000,49950,2,9011359
1000,49950,3,9060397
1000,49950,0,26346025
1000,49950,1,8902
1000,49950,2,9480330
1000,49950,3,9526097
1000,49950,0,27812637
1000,49950,1,8903
1000,49950,2,8983202
1000,49950,3,9030836
1000,49950,0,24768761
1000,49950,1,17344
1000,49950,2,8984968
1000,49950,3,9042864
1000,49950,0,26841753
1000,49950,1,8945
1000,49950,2,8951189
1000,49950,3,9000993
1000,49950,0,27201984
1000,49950,1,8943
1000,49950,2,9008905
1000,49950,3,9057352
100,1237,0,886720
100,1237,1,1567
100,1237,2,83439
100,1237,3,94464
100,1237,0,749135
100,1237,1,1377
100,1237,2,79881
100,1237,3,88728
100,1237,0,741318
100,1237,1,1360
100,1237,2,71374
100,1237,3,80445
100,1237,0,587189
100,1237,1,1093
100,1237,2,56132
100,1237,3,63401
100,1237,0,586545
100,1237,1,1058
100,1237,2,63649
100,1237,3,71342
100,1237,0,751154
100,1237,1,1366
100,1237,2,81886
100,1237,3,91238
100,1237,0,757866
100,1237,1,1317
100,1237,2,91267
100,1237,3,100705
100,1237,0,705062
100,1237,1,1314
100,1237,2,66894
100,1237,3,75605
100,1237,0,761746
100,1237,1,1418
100,1237,2,72167
100,1237,3,81545
100,1237,0,753285
100,1237,1,1360
100,1237,2,71703
100,1237,3,80958
100,1237,0,754479
100,1237,1,1300
100,1237,2,71697
100,1237,3,80933
100,1237,0,755355
100,1237,1,1306
100,1237,2,71634
100,1237,3,80843
100,1237,0,755750
100,1237,1,1429
100,1237,2,87089
100,1237,3,96412
100,1237,0,771789
100,1237,1,1414
100,1237,2,71857
100,1237,3,81353
100,1237,0,758050
100,1237,1,1374
100,1237,2,71648
100,1237,3,80998
100,1237,0,755587
100,1237,1,1343
100,1237,2,77619
100,1237,3,87490
100,1237,0,587375
100,1237,1,1089
100,1237,2,69223
100,1237,3,76836
100,1237,0,753845
100,1237,1,1435
100,1237,2,72006
100,1237,3,81341
100,1237,0,759135
100,1237,1,1331
100,1237,2,72058
100,1237,3,81355
100,1237,0,754661
100,1237,1,1411
100,1237,2,72351
100,1237,3,81788
100,1237,0,756764
100,1237,1,1366
100,1237,2,73716
100,1237,3,83181
100,1237,0,771148
100,1237,1,1489
100,1237,2,72130
100,1237,3,81219
100,1237,0,586665
100,1237,1,1022
100,1237,2,55779
100,1237,3,62702
100,1237,0,778232
100,1237,1,1343
100,1237,2,71948
100,1237,3,81404
100,1237,0,586302
100,1237,1,1082
100,1237,2,56511
100,1237,3,63575
100,1237,0,783825
100,1237,1,1331
100,1237,2,72273
100,1237,3,81562
100,1237,0,760977
100,1237,1,1374
100,1237,2,71482
100,1237,3,80496
100,1237,0,752917
100,1237,1,1415
100,1237,2,71794
100,1237,3,81021
100,1237,0,724219
100,1237,1,1265
100,1237,2,67542
100,1237,3,76155
100,1237,0,755000
100,1237,1,1383
100,1237,2,72619
100,1237,3,81894
100,1237,0,759100
100,1237,1,1352
100,1237,2,71602
100,1237,3,81040
100,1237,0,776174
100,1237,1,1357
100,1237,2,71616
100,1237,3,81290
100,1237,0,777182
100,1237,1,1401
100,1237,2,72075
100,1237,3,81616
100,1237,0,729301
100,1237,1,1296
100,1237,2,66651
100,1237,3,75309
100,1237,0,783639
100,1237,1,1351
100,1237,2,72206
100,1237,3,81757
100,1237,0,658717
100,1237,1,1247
100,1237,2,86935
100,1237,3,95096
100,1237,0,586494
100,1237,1,1138
100,1237,2,56114
100,1237,3,63450
100,1237,0,589852
100,1237,1,1060
100,1237,2,55345
100,1237,3,62927
100,1237,0,755595
100,1237,1,1379
100,1237,2,71760
100,1237,3,81253
100,1237,0,586734
100,1237,1,1058
100,1237,2,56096
100,1237,3,63413
100,1237,0,789432
100,1237,1,1377
100,1237,2,75451
100,1237,3,84861
100,1237,0,754722
100,1237,1,1417
100,1237,2,76534
100,1237,3,86868
100,1237,0,755289
100,1237,1,1360
100,1237,2,71872
100,1237,3,81651
100,1237,0,756331
100,1237,1,1335
100,1237,2,84752
100,1237,3,94417
100,1237,0,754576
100,1237,1,1475
100,1237,2,71697
100,1237,3,81049
100,1237,0,754330
100,1237,1,1363
100,1237,2,81782
100,1237,3,91176
100,1237,0,665812
100,1237,1,1230
100,1237,2,76826
100,1237,3,85138
100,1237,0,659889
100,1237,1,1152
100,1237,2,63359
100,1237,3,71512
100,1237,0,704920
100,1237,1,1287
100,1237,2,66956
100,1237,3,76095
100,1237,0,644824
100,1237,1,1158
100,1237,2,59112
100,1237,3,66949
100,2475,0,1716801
100,2475,1,1600
100,2475,2,124539
100,2475,3,133983
100,2475,0,1409793
100,2475,1,1280
100,2475,2,108891
100,2475,3,115948
100,2475,0,1530358
100,2475,1,1343
100,2475,2,109305
100,2475,3,116805
100,2475,0,1511454
100,2475,1,1355
100,2475,2,110318
100,2475,3,117879
100,2475,0,1520581
100,2475,1,1325
100,2475,2,108632
100,2475,3,116183
100,2475,0,1526893
100,2475,1,1372
100,2475,2,109764
100,2475,3,117467
100,2475,0,1538539
100,2475,1,1306
100,2475,2,105912
100,2475,3,113495
100,2475,0,1509599
100,2475,1,1317
100,2475,2,142271
100,2475,3,149877
100,2475,0,1511102
100,2475,1,1326
100,2475,2,108131
100,2475,3,115308
100,2475,0,1509387
100,2475,1,1346
100,2475,2,105998
100,2475,3,113503
100,2475,0,1179296
100,2475,1,1062
100,2475,2,147603
100,2475,3,153526
100,2475,0,1602899
100,2475,1,1343
100,2475,2,110167
100,2475,3,118302
100,2475,0,1511904
100,2475,1,1354
100,2475,2,174081
100,2475,3,181505
100,2475,0,1196042
100,2475,1,1025
100,2475,2,83943
100,2475,3,89701
100,2475,0,1173415
100,2475,1,998
100,2475,2,98467
100,2475,3,105029
100,2475,0,1530802
100,2475,1,1340
100,2475,2,109107
100,2475,3,116490
100,2475,0,1172758
100,2475,1,984
