"v","e","s","t"
1000,124875,0,587927314
1000,124875,1,1338428
1000,124875,2,71104945
1000,124875,3,75407520
1000,124875,0,633967685
1000,124875,1,1379431
1000,124875,2,54562030
1000,124875,3,58333602
1000,124875,0,578006824
1000,124875,1,1331620
1000,124875,2,71253553
1000,124875,3,75106752
1000,124875,0,603999775
1000,124875,1,3526548
1000,124875,2,73185760
1000,124875,3,79867340
1000,124875,0,598533090
1000,124875,1,1270228
1000,124875,2,42032165
1000,124875,3,45720682
1000,124875,0,615599817
1000,124875,1,1407521
1000,124875,2,73082186
1000,124875,3,76902203
1000,124875,0,606175217
1000,124875,1,1342144
1000,124875,2,71427294
1000,124875,3,75198051
1000,124875,0,612388993
1000,124875,1,2470105
1000,124875,2,70500581
1000,124875,3,75306613
1000,124875,0,603859783
1000,124875,1,2786597
1000,124875,2,55267459
1000,124875,3,60773849
1000,124875,0,593269973
1000,124875,1,2067694
1000,124875,2,70443035
1000,124875,3,75468178
1000,124875,0,610789833
1000,124875,1,3104705
1000,124875,2,72600580
1000,124875,3,79489100
1000,124875,0,591165242
1000,124875,1,1381026
1000,124875,2,72758539
1000,124875,3,76525721
1000,124875,0,602484550
1000,124875,1,1493884
1000,124875,2,64928548
1000,124875,3,68938061
1000,124875,0,612724411
1000,124875,1,2131606
1000,124875,2,62016447
1000,124875,3,66921150
1000,124875,0,614791899
1000,124875,1,2208313
1000,124875,2,66124790
1000,124875,3,70713851
1000,124875,0,592849010
1000,124875,1,1249743
1000,124875,2,42801206
1000,124875,3,46541945
1000,124875,0,587656730
1000,124875,1,1374447
1000,124875,2,70423463
1000,124875,3,74306635
1000,124875,0,603416468
1000,124875,1,2509713
1000,124875,2,51496721
1000,124875,3,56575106
1000,124875,0,630836652
1000,124875,1,1369200
1000,124875,2,66456410
1000,124875,3,71267621
1000,124875,0,671012826
1000,124875,1,5552398
1000,124875,2,65207354
1000,124875,3,73283954
1000,124875,0,603510421
1000,124875,1,2478415
1000,124875,2,43258588
1000,124875,3,48472527
1000,124875,0,594468357
1000,124875,1,1390566
1000,124875,2,70114456
1000,124875,3,73938485
1000,124875,0,593972168
1000,124875,1,6125441
1000,124875,2,75351645
1000,124875,3,84087419
1000,124875,0,580354844
1000,124875,1,1558135
1000,124875,2,73504694
1000,124875,3,77443216
1000,124875,0,576929665
1000,124875,1,1571363
1000,124875,2,71335893
1000,124875,3,75396753
1000,124875,0,595596759
1000,124875,1,1253968
1000,124875,2,77657748
1000,124875,3,81321028
1000,124875,0,582816712
1000,124875,1,1297109
1000,124875,2,71463930
1000,124875,3,75502495
1000,124875,0,564748981
1000,124875,1,5015198
1000,124875,2,73964382
1000,124875,3,81617371
1000,124875,0,590469291
1000,124875,1,1274219
1000,124875,2,70799105
1000,124875,3,74466250
1000,124875,0,585764161
1000,124875,1,1383369
1000,124875,2,53024524
1000,124875,3,56901447
1000,124875,0,594729986
1000,124875,1,1309618
1000,124875,2,72520802
1000,124875,3,77024015
1000,124875,0,589367802
1000,124875,1,1285534
1000,124875,2,42171054
1000,124875,3,45851012
1000,124875,0,595256398
1000,124875,1,1663264
1000,124875,2,70389099
1000,124875,3,74785439
1000,124875,0,589137259
1000,124875,1,1358343
1000,124875,2,70372300
1000,124875,3,74021610
1000,124875,0,602476353
1000,124875,1,1401920
1000,124875,2,70233072
1000,124875,3,74091265
1000,124875,0,636928134
1000,124875,1,1283861
1000,124875,2,70210889
1000,124875,3,73944440
1000,124875,0,574429739
1000,124875,1,1350389
1000,124875,2,71011780
1000,124875,3,74750531
1000,124875,0,597379644
1000,124875,1,1355944
1000,124875,2,70522255
1000,124875,3,74330282
1000,124875,0,598832683
1000,124875,1,1638971
1000,124875,2,49699763
1000,124875,3,56338048
1000,249750,0,938113693
1000,249750,1,1445362
1000,249750,2,88900311
1000,249750,3,92809487
1000,249750,0,931552695
1000,249750,1,1281431
1000,249750,2,108300612
1000,249750,3,112071954
1000,249750,0,953391438
1000,249750,1,1441052
1000,249750,2,45941302
1000,249750,3,49790830
1000,249750,0,980204457
1000,249750,1,1673733
1000,249750,2,50596005
1000,249750,3,54743101
1000,249750,0,964836865
1000,249750,1,1564057
1000,249750,2,49084295
1000,249750,3,53090350
1000,249750,0,959340828
1000,249750,1,1466587
1000,249750,2,46086781
1000,249750,3,50005727
1000,249750,0,931626516
1000,249750,1,1404843
1000,249750,2,45981372
1000,249750,3,49894859
1000,249750,0,951047910
1000,249750,1,1360390
1000,249750,2,112741114
1000,249750,3,116653746
1000,249750,0,925808648
1000,249750,1,1529705
1000,249750,2,117939981
1000,249750,3,121870663
1000,249750,0,959328891
1000,249750,1,1557917
1000,249750,2,74032144
1000,249750,3,78149913
1000,249750,0,955713643
1000,249750,1,1486014
1000,249750,2,45849456
1000,249750,3,49712271
1000,249750,0,1013452606
1000,249750,1,1413423
1000,249750,2,41606706
1000,249750,3,45523163
1000,249750,0,965584452
1000,249750,1,1416689
1000,249750,2,88276699
1000,249750,3,92113522
1000,249750,0,938652437
1000,249750,1,1741433
1000,249750,2,47776463
1000,249750,3,52274988
1000,249750,0,936767268
1000,249750,1,1479474
1000,249750,2,46048150
1000,249750,3,50078850
1000,249750,0,1044260653
1000,249750,1,2228063
1000,249750,2,41623724
1000,249750,3,46319824
1000,249750,0,965910241
1000,249750,1,1565193
1000,249750,2,79987101
1000,249750,3,84063973
1000,249750,0,934639155
1000,249750,1,1398159
1000,249750,2,48345602
1000,249750,3,52213810
1000,249750,0,995693873
1000,249750,1,1511211
1000,249750,2,50413953
1000,249750,3,55309408
1000,249750,0,940357871
1000,249750,1,1542831
1000,249750,2,51469570
1000,249750,3,55281502
1000,249750,0,955839612
1000,249750,1,1390158
1000,249750,2,50172704
1000,249750,3,54021351
1000,249750,0,948694268
1000,249750,1,1523079
1000,249750,2,109836864
1000,249750,3,115944876
1000,249750,0,993010587
1000,249750,1,1670288
1000,249750,2,84431202
1000,249750,3,91718510
1000,249750,0,937837233
1000,249750,1,1336497
1000,249750,2,45705796
1000,249750,3,49453970
1000,249750,0,960319231
1000,249750,1,1544769
1000,249750,2,85504949
1000,249750,3,89503981
1000,249750,0,948131686
1000,249750,1,1456622
1000,249750,2,51025773
1000,249750,3,57761211
1000,249750,0,985770880
1000,249750,1,1403257
1000,249750,2,47291690
1000,249750,3,51255105
1000,249750,0,976944015
1000,249750,1,1326367
1000,249750,2,48303423
1000,249750,3,52014944
1000,249750,0,988969286
1000,249750,1,1545610
1000,249750,2,46313638
1000,249750,3,50157832
1000,249750,0,971702847
1000,249750,1,1447786
1000,249750,2,56137789
1000,249750,3,61153779
1000,249750,0,943089652
1000,249750,1,1432201
1000,249750,2,57595181
1000,249750,3,61609942
1000,249750,0,989053870
1000,249750,1,1565030
1000,249750,2,84363766
1000,249750,3,88446014
1000,249750,0,954503984
1000,249750,1,1276464
1000,249750,2,45595923
1000,249750,3,49305796
1000,249750,0,927577905
1000,249750,1,1551705
1000,249750,2,49569191
1000,249750,3,53676382
1000,249750,0,956927433
1000,249750,1,1405736
1000,249750,2,85672133
1000,249750,3,89554384
1000,249750,0,922325606
1000,249750,1,1536792
1000,249750,2,47887787
1000,249750,3,51840428
1000,249750,0,952053125
1000,249750,1,1685817
1000,249750,2,112824276
1000,249750,3,120320430
1000,249750,0,942804029
1000,249750,1,1787018
1000,249750,2,48099215
1000,249750,3,52394831
1000,249750,0,953667069
1000,249750,1,1424457
1000,249750,2,45716624
1000,249750,3,49570650
1000,249750,0,976954107
1000,249750,1,1485085
1000,249750,2,45607158
1000,249750,3,49514406
1000,249750,0,945493041
1000,249750,1,1556166
1000,249750,2,47718470
1000,249750,3,51783169
1000,249750,0,966282720
1000,249750,1,1467923
1000,249750,2,48477419
1000,249750,3,52576823
1000,249750,0,940848621
1000,249750,1,1534193
1000,249750,2,92989212
1000,249750,3,97053307
1000,249750,0,953017897
1000,249750,1,1433428
1000,249750,2,46292278
1000,249750,3,50353651
1000,249750,0,954028880
1000,249750,1,1382800
1000,249750,2,46197410
1000,249750,3,49976293
1000,249750,0,1001909270
1000,249750,1,1540095
1000,249750,2,41161490
1000,249750,3,45156468
1000,249750,0,948547874
1000,249750,1,1692523
1000,249750,2,52027381
1000,249750,3,59728435
1000,249750,0,941218260
1000,249750,1,1535418
1000,249750,2,78960305
1000,249750,3,82853330
1000,249750,0,960699228
1000,249750,1,1562452
1000,249750,2,40880717
1000,249750,3,44756010
1000,249750,0,943154199
1000,249750,1,1406395
1000,249750,2,51076322
1000,249750,3,54936936
1000,374625,0,1369619482
1000,374625,1,1271125
1000,374625,2,70050758
1000,374625,3,74600570
1000,374625,0,1315477880
1000,374625,1,1270305
1000,374625,2,112858834
1000,374625,3,117771875
1000,374625,0,1331337496
1000,374625,1,1564821
1000,374625,2,83750705
1000,374625,3,87711247
1000,374625,0,1336574897
1000,374625,1,1456809
1000,374625,2,74824774
1000,374625,3,80228413
1000,374625,0,1360046808
1000,374625,1,1358838
1000,374625,2,47773947
1000,374625,3,51563813
1000,374625,0,1375293133
1000,374625,1,3062653
1000,374625,2,48992535
1000,374625,3,54680794
1000,374625,0,1303053309
1000,374625,1,1273323
1000,374625,2,49510112
1000,374625,3,53246889
1000,374625,0,1329542704
1000,374625,1,1578619
1000,374625,2,41208730
1000,374625,3,45206785
1000,374625,0,1297498340
1000,374625,1,2557459
1000,374625,2,52948171
1000,374625,3,58106052
1000,374625,0,1315737993
1000,374625,1,1663810
1000,374625,2,45318717
1000,374625,3,53820522
1000,374625,0,1326746480
1000,374625,1,1299176
1000,374625,2,38823431
1000,374625,3,42539288
1000,374625,0,1319043952
1000,374625,1,1518300
1000,374625,2,82205534
1000,374625,3,86257703
1000,374625,0,1316253414
1000,374625,1,1422495
1000,374625,2,45392266
1000,374625,3,49251376
1000,374625,0,1314650766
1000,374625,1,1567476
1000,374625,2,44441086
1000,374625,3,48320426
1000,374625,0,1292381506
1000,374625,1,1402212
1000,374625,2,48020464
1000,374625,3,51817492
1000,374625,0,1291761715
1000,374625,1,1215709
1000,374625,2,58121715
1000,374625,3,66691076
1000,374625,0,1331951440
1000,374625,1,1692201
1000,374625,2,49341244
1000,374625,3,53630749
1000,374625,0,1391172105
1000,374625,1,1545817
1000,374625,2,50568615
1000,374625,3,54636660
1000,374625,0,1309877240
1000,374625,1,1573920
1000,374625,2,49861605
1000,374625,3,56799095
1000,374625,0,1304048566
1000,374625,1,1338910
1000,374625,2,110043048
1000,374625,3,114017857
1000,374625,0,1342881963
1000,374625,1,1271328
1000,374625,2,47180285
1000,374625,3,50931141
1000,374625,0,1315316309
1000,374625,1,1662819
1000,374625,2,45726962
1000,374625,3,52924771
1000,374625,0,1290556658
1000,374625,1,1374716
1000,374625,2,45669638
1000,374625,3,49418273
1000,374625,0,1339107199
1000,374625,1,1927809
1000,374625,2,44885159
1000,374625,3,49250071
1000,374625,0,1304446625
1000,374625,1,1436602
1000,374625,2,47634447
1000,374625,3,51519972
1000,374625,0,1311777433
1000,374625,1,1353866
1000,374625,2,45384610
1000,374625,3,49052908
1000,374625,0,1343781339
1000,374625,1,1442559
1000,374625,2,115008581
1000,374625,3,118936114
1000,374625,0,1300892813
1000,374625,1,1858579
1000,374625,2,44762708
1000,374625,3,49004306
1000,374625,0,1361335298
1000,374625,1,1495427
1000,374625,2,42010805
1000,374625,3,46075714
1000,374625,0,1312486103
1000,374625,1,1645105
1000,374625,2,46491068
1000,374625,3,53233626
1000,374625,0,1308872225
1000,374625,1,1559605
1000,374625,2,46914524
1000,374625,3,50767052
1000,374625,0,1298918221
1000,374625,1,1657473
1000,374625,2,47730632
1000,374625,3,54981045
1000,374625,0,1319933747
1000,374625,1,1568621
1000,374625,2,45887306
1000,374625,3,51849090
1000,374625,0,1314834977
1000,374625,1,1548254
1000,374625,2,53696090
1000,374625,3,57675241
1000,374625,0,1284472687
1000,374625,1,1550852
1000,374625,2,50048948
1000,374625,3,54009468
1000,374625,0,1323118302
1000,374625,1,3194462
1000,374625,2,110513874
1000,374625,3,117457987
1000,374625,0,1324882168
1000,374625,1,1478539
1000,374625,2,45708242
1000,374625,3,49657364
1000,374625,0,1329407505
1000,374625,1,1501720
1000,374625,2,49879434
1000,374625,3,55125797
1000,374625,0,1311984906
1000,374625,1,1778586
1000,374625,2,63131341
1000,374625,3,67500290
1000,374625,0,1292537220
1000,374625,1,1270031
1000,374625,2,49099127
1000,374625,3,52904624
1000,374625,0,1302906147
1000,374625,1,2510677
1000,374625,2,48879814
1000,374625,3,53823083
1000,374625,0,1381474171
1000,374625,1,1585184
1000,374625,2,42660507
1000,374625,3,50646006
1000,374625,0,1321670173
1000,374625,1,1388363
1000,374625,2,38760176
1000,374625,3,42463797
1000,374625,0,1336754850
1000,374625,1,2376556
1000,374625,2,46876382
1000,374625,3,51740335
1000,374625,0,1300800432
1000,374625,1,2113842
1000,374625,2,46226215
1000,374625,3,51536652
1000,374625,0,1362729958
1000,374625,1,1349152
1000,374625,2,44758614
1000,374625,3,48466531
1000,374625,0,1307496870
1000,374625,1,1679472
1000,374625,2,45660414
1000,374625,3,52443325
1000,374625,0,1313860623
1000,374625,1,1329496
1000,374625,2,46168640
1000,374625,3,50092518
1000,374625,0,1306976095
1000,374625,1,1551566
1000,374625,2,48328192
1000,374625,3,52279764
1000,374625,0,1289167898
1000,374625,1,1225660
1000,374625,2,44470311
1000,374625,3,50438034
1000,499500,0,1672763904
1000,499500,1,1521514
1000,499500,2,97993952
1000,499500,3,106848963
1000,499500,0,1703573419
1000,499500,1,1717057
1000,499500,2,46717256
1000,499500,3,54598258
1000,499500,0,1633250372
1000,499500,1,1351609
1000,499500,2,105087088
1000,499500,3,115584541
1000,499500,0,1659068173
1000,499500,1,1701706
1000,499500,2,44405714
1000,499500,3,50819896
1000,499500,0,1659347595
1000,499500,1,1381117
1000,499500,2,44900797
1000,499500,3,48634541
1000,499500,0,1665740447
1000,499500,1,1671150
1000,499500,2,44899150
1000,499500,3,50764703
1000,499500,0,1627936747
1000,499500,1,1555530
1000,499500,2,48110376
1000,499500,3,51973180
1000,499500,0,1651774784
1000,499500,1,1340919
1000,499500,2,105238865
1000,499500,3,108913162
1000,499500,0,1649063888
1000,499500,1,1468814
1000,499500,2,44361303
1000,499500,3,48210003
1000,499500,0,1741935910
1000,499500,1,1602015
1000,499500,2,50889371
1000,499500,3,55589191
1000,499500,0,1648666487
1000,499500,1,1377806
1000,499500,2,45890915
1000,499500,3,49578595
1000,499500,0,1653411681
1000,499500,1,1544177
1000,499500,2,50064605
1000,499500,3,54023439
1000,499500,0,1664736182
1000,499500,1,1559532
1000,499500,2,71626636
1000,499500,3,75615412
1000,499500,0,1646433103
1000,499500,1,1690909
1000,499500,2,44799803
1000,499500,3,48978200
1000,499500,0,1653427825
1000,499500,1,1484094
1000,499500,2,80593737
1000,499500,3,85069413
1000,499500,0,1664933038
1000,499500,1,1474004
1000,499500,2,41899263
1000,499500,3,45876418
1000,499500,0,1652075716
1000,499500,1,1290270
1000,499500,2,114126905
1000,499500,3,117780600
1000,499500,0,1655526640
1000,499500,1,1536163
1000,499500,2,61625106
1000,499500,3,69721117
1000,499500,0,1772522990
1000,499500,1,1752813
1000,499500,2,45651413
1000,499500,3,49838801
1000,499500,0,1662192628
1000,499500,1,1360241
1000,499500,2,49606723
1000,499500,3,53361993
1000,499500,0,1653029911
1000,499500,1,1424306
1000,499500,2,61821048
1000,499500,3,65704684
1000,499500,0,1659373717
1000,499500,1,1569009
1000,499500,2,76487412
1000,499500,3,81947562
1000,499500,0,1679942163
1000,499500,1,1440022
1000,499500,2,48444281
1000,499500,3,55857810
1000,499500,0,1651329959
1000,499500,1,1534322
1000,499500,2,47110366
1000,499500,3,51088865
1000,499500,0,1700855487
1000,499500,1,2902637
1000,499500,2,72217820
1000,499500,3,78496593
1000,499500,0,1643670495
1000,499500,1,1452063
1000,499500,2,81819829
1000,499500,3,85757629
1000,499500,0,1655517829
1000,499500,1,1366174
1000,499500,2,48378682
1000,499500,3,52125861
1000,499500,0,1671325879
1000,499500,1,1343245
1000,499500,2,45343072
1000,499500,3,49002215
1000,499500,0,1703417379
1000,499500,1,1801695
1000,499500,2,44988628
1000,499500,3,49180644
1000,499500,0,1655063499
1000,499500,1,1722119
1000,499500,2,125498810
1000,499500,3,132320092
1000,499500,0,1710687887
1000,499500,1,1564220
1000,499500,2,44883884
1000,499500,3,48757074
1000,499500,0,1697732187
1000,499500,1,1488997
1000,499500,2,47404548
1000,499500,3,51395608
1000,499500,0,1658782228
1000,499500,1,1567607
1000,499500,2,45096686
1000,499500,3,49151773
1000,499500,0,1657270322
1000,499500,1,1234668
1000,499500,2,48307969
1000,499500,3,51908492
1000,499500,0,1624211044
1000,499500,1,1457046
1000,499500,2,44870419
1000,499500,3,48775132
1000,499500,0,1647406702
1000,499500,1,1680099
1000,499500,2,48816941
1000,499500,3,55315325
1000,499500,0,1664867898
1000,499500,1,1396017
1000,499500,2,71914092
1000,499500,3,82011952
1000,499500,0,1760750693
1000,499500,1,1623598
1000,499500,2,40460525
1000,499500,3,44616654
1000,499500,0,1661991691
1000,499500,1,1287151
1000,499500,2,44516463
1000,499500,3,48280476
1000,499500,0,1653673935
1000,499500,1,1228732
1000,499500,2,79673271
1000,499500,3,84384457
1000,499500,0,1642682969
1000,499500,1,1486871
1000,499500,2,79672451
1000,499500,3,85828173
1000,499500,0,1734266231
1000,499500,1,1509638
1000,499500,2,40408623
1000,499500,3,44332594
1000,499500,0,1642247469
1000,499500,1,1334182
1000,499500,2,47161431
1000,499500,3,50888939
1000,499500,0,1749027200
1000,499500,1,1393055
1000,499500,2,107490403
1000,499500,3,114606656
1000,499500,0,1648557472
1000,499500,1,1246793
1000,499500,2,45457610
1000,499500,3,49069097
1000,499500,0,1662038559
1000,499500,1,1404753
1000,499500,2,44547195
1000,499500,3,48365949
1000,499500,0,1660962277
1000,499500,1,1457372
1000,499500,2,51203659
1000,499500,3,55162623
1000,499500,0,1735238127
1000,499500,1,3237243
1000,499500,2,40292066
1000,499500,3,45932216
1000,499500,0,1648717243
1000,499500,1,1587096
1000,499500,2,53960344
1000,499500,3,59473552
1000,499500,0,1672746457
1000,499500,1,1554558
1000,499500,2,41317153
1000,499500,3,45263850
1000,49950,0,375369641
1000,49950,1,1398133
1000,49950,2,44207453
1000,49950,3,50331368
1000,49950,0,403270707
1000,49950,1,1358575
1000,49950,2,33082293
1000,49950,3,37271970
1000,49950,0,376593604
1000,49950,1,1442647
1000,49950,2,37898504
1000,49950,3,42288502
1000,49950,0,389887840
1000,49950,1,1046716
1000,49950,2,36520453
1000,49950,3,40389619
1000,49950,0,390002134
1000,49950,1,1198357
1000,49950,2,36442293
1000,49950,3,40776886
1000,49950,0,361525119
1000,49950,1,1572655
1000,49950,2,43066771
1000,49950,3,51911748
1000,49950,0,361207051
1000,49950,1,1057572
1000,49950,2,38242532
1000,49950,3,42264690
1000,49950,0,379639088
1000,49950,1,1521609
1000,49950,2,43964787
1000,49950,3,52890716
1000,49950,0,376923872
1000,49950,1,1548715
1000,49950,2,42534954
1000,49950,3,54750308
1000,49950,0,375219482
1000,49950,1,1692995
1000,49950,2,42635389
1000,49950,3,51473594
1000,49950,0,413276798
1000,49950,1,1062533
1000,49950,2,39108592
1000,49950,3,43049695
1000,49950,0,354180434
1000,49950,1,1506413
1000,49950,2,42725949
1000,49950,3,50600892
1000,49950,0,376274344
1000,49950,1,1163113
1000,49950,2,36080885
1000,49950,3,40216043
1000,49950,0,354831620
1000,49950,1,1588960
1000,49950,2,42625532
1000,49950,3,51164103
1000,49950,0,352455164
1000,49950,1,1169982
1000,49950,2,35986608
1000,49950,3,40084075
1000,49950,0,365723602
1000,49950,1,1062283
1000,49950,2,35962828
1000,49950,3,40071184
1000,49950,0,369107812
1000,49950,1,1560990
1000,49950,2,43122946
1000,49950,3,50446585
1000,49950,0,392016198
1000,49950,1,4172749
1000,49950,2,42118271
1000,49950,3,52010743
1000,49950,0,363181137
1000,49950,1,1509668
1000,49950,2,37408601
1000,49950,3,44189302
1000,49950,0,384824914
1000,49950,1,1580553
1000,49950,2,42815068
1000,49950,3,51699868
1000,49950,0,359828497
1000,49950,1,1177990
1000,49950,2,40951855
1000,49950,3,45004959
1000,49950,0,352277495
1000,49950,1,1204836
1000,49950,2,37726550
1000,49950,3,41879986
1000,49950,0,373445839
1000,49950,1,1105544
1000,49950,2,36152910
1000,49950,3,40146749
1000,49950,0,345601246
1000,49950,1,1211774
1000,49950,2,36263932
1000,49950,3,40385699
1000,49950,0,378644701
1000,49950,1,1066004
1000,49950,2,36103029
1000,49950,3,40181113
1000,49950,0,370608764
1000,49950,1,1591325
1000,49950,2,42749089
1000,49950,3,51560181
1000,49950,0,375058158
1000,49950,1,1591550
1000,49950,2,37616469
1000,49950,3,44842530
1000,49950,0,377232224
1000,49950,1,1360406
1000,49950,2,37348787
1000,49950,3,41907051
1000,49950,0,375242142
1000,49950,1,1043201
1000,49950,2,38086758
1000,49950,3,42096706
1000,49950,0,394571706
1000,49950,1,1327178
1000,49950,2,39129809
1000,49950,3,43856305
1000,49950,0,366320144
1000,49950,1,1540846
1000,49950,2,44216802
1000,49950,3,52032099
1000,49950,0,358334210
1000,49950,1,1102191
1000,49950,2,36243195
1000,49950,3,40699650
1000,49950,0,359094171
1000,49950,1,1502825
1000,49950,2,42829438
1000,49950,3,51299161
1000,49950,0,377517312
1000,49950,1,1063527
1000,49950,2,35855215
1000,49950,3,39756198
1000,49950,0,389532968
1000,49950,1,1600704
1000,49950,2,42362030
1000,49950,3,49737073
1000,49950,0,375739016
1000,49950,1,13526141
1000,49950,2,42698895
1000,49950,3,61757625
1000,49950,0,356926635
1000,49950,1,1093014
1000,49950,2,36228138
1000,49950,3,40283097
1000,49950,0,379956421
1000,49950,1,1538256
1000,49950,2,41777411
1000,49950,3,48904777
1000,49950,0,349940429
1000,49950,1,1095185
1000,49950,2,37023288
1000,49950,3,41305504
1000,49950,0,365453696
1000,49950,1,1599706
1000,49950,2,42606895
1000,49950,3,50071352
1000,49950,0,377334080
1000,49950,1,3177918
1000,49950,2,43009853
1000,49950,3,51156764
1000,49950,0,381383968
1000,49950,1,1090151
1000,49950,2,36792952
1000,49950,3,42915323
1000,49950,0,356592922
1000,49950,1,1565008
1000,49950,2,43732084
1000,49950,3,51533156
1000,49950,0,343069436
1000,49950,1,1195980
1000,49950,2,35754635
1000,49950,3,39865094
1000,49950,0,358999180
1000,49950,1,2174325
1000,49950,2,43171597
1000,49950,3,50510276
1000,49950,0,388616377
1000,49950,1,1486264
1000,49950,2,42932605
1000,49950,3,51652171
1000,49950,0,365191036
1000,49950,1,2813539
1000,49950,2,41635569
1000,49950,3,47667522
1000,49950,0,356719109
1000,49950,1,1568774
1000,49950,2,42947979
1000,49950,3,49821315
1000,49950,0,374959539
1000,49950,1,1468835
1000,49950,2,42642337
1000,49950,3,51771894
1000,49950,0,375970448
1000,49950,1,1115410
1000,49950,2,36449105
1000,49950,3,40767214
100,1237,0,55174928
100,1237,1,178044
100,1237,2,3561899
100,1237,3,9490002
100,1237,0,46954649
100,1237,1,175738
100,1237,2,3656574
100,1237,3,9725720
100,1237,0,54215714
100,1237,1,176843
100,1237,2,3655985
100,1237,3,9643016
100,1237,0,52805516
100,1237,1,174975
100,1237,2,3441964
100,1237,3,9111845
100,1237,0,52963141
100,1237,1,181736
100,1237,2,3670752
100,1237,3,10107872
100,1237,0,55233127
100,1237,1,176304
100,1237,2,3527793
100,1237,3,9407460
100,1237,0,53116422
100,1237,1,174453
100,1237,2,3553766
100,1237,3,9339403
100,1237,0,51300767
100,1237,1,175892
100,1237,2,3656421
100,1237,3,9498026
100,1237,0,52193317
100,1237,1,175006
100,1237,2,3648376
100,1237,3,9050587
100,1237,0,59162916
100,1237,1,175418
100,1237,2,3628334
100,1237,3,9960165
100,1237,0,54359194
100,1237,1,171226
100,1237,2,5431542
100,1237,3,8924034
100,1237,0,51483330
100,1237,1,171814
100,1237,2,5736110
100,1237,3,9331300
100,1237,0,48943061
100,1237,1,178941
100,1237,2,3472111
100,1237,3,9378105
100,1237,0,52861629
100,1237,1,173398
100,1237,2,3090004
100,1237,3,7082323
100,1237,0,56648073
100,1237,1,180304
100,1237,2,3584691
100,1237,3,9693181
100,1237,0,54544643
100,1237,1,177894
100,1237,2,3143451
100,1237,3,9586983
100,1237,0,53916345
100,1237,1,176747
100,1237,2,3593042
100,1237,3,9471425
100,1237,0,58308384
100,1237,1,180630
100,1237,2,3589495
100,1237,3,9833841
100,1237,0,46523509
100,1237,1,175008
100,1237,2,5283479
100,1237,3,9242974
100,1237,0,48730863
100,1237,1,178937
100,1237,2,3515481
100,1237,3,9766863
100,1237,0,48857872
100,1237,1,172921
100,1237,2,5282692
100,1237,3,8000576
100,1237,0,51500566
100,1237,1,175020
100,1237,2,3630088
100,1237,3,9419590
100,1237,0,52021520
100,1237,1,176728
100,1237,2,3602808
100,1237,3,10421586
100,1237,0,51176067
100,1237,1,172103
100,1237,2,3111489
100,1237,3,7728983
100,1237,0,51703879
100,1237,1,178106
100,1237,2,3588008
100,1237,3,10029415
100,1237,0,54942396
100,1237,1,176121
100,1237,2,3500029
100,1237,3,9705456
100,1237,0,56547954
100,1237,1,175255
100,1237,2,3518723
100,1237,3,10452562
100,1237,0,55411372
100,1237,1,194146
100,1237,2,3718974
100,1237,3,9562033
100,1237,0,56194740
100,1237,1,175966
100,1237,2,3520779
100,1237,3,9388117
100,1237,0,46118401
100,1237,1,174863
100,1237,2,3561282
100,1237,3,8874638
100,1237,0,50986468
100,1237,1,175778
100,1237,2,3551833
100,1237,3,9683464
100,1237,0,56846263
100,1237,1,174427
100,1237,2,3650754
100,1237,3,9923624
100,1237,0,47567466
100,1237,1,180469
100,1237,2,3530927
100,1237,3,9612268
100,1237,0,53359086
100,1237,1,176694
100,1237,2,3477112
100,1237,3,10208332
100,1237,0,52808452
100,1237,1,172729
100,1237,2,5741387
100,1237,3,9300121
100,1237,0,54244089
100,1237,1,175270
100,1237,2,3497474
100,1237,3,10144957
100,1237,0,54073901
100,1237,1,173208
100,1237,2,3561195
100,1237,3,9758904
100,1237,0,55914326
100,1237,1,177126
100,1237,2,3512491
100,1237,3,9397656
100,1237,0,50675567
100,1237,1,173197
100,1237,2,3547073
100,1237,3,8811763
100,1237,0,49402989
100,1237,1,205264
100,1237,2,3568509
100,1237,3,9563068
100,1237,0,49302860
100,1237,1,177543
100,1237,2,3580216
100,1237,3,8984544
100,1237,0,51720493
100,1237,1,178229
100,1237,2,3627436
100,1237,3,10103938
100,1237,0,52684439
100,1237,1,178173
100,1237,2,3527916
100,1237,3,9654994
100,1237,0,48282552
100,1237,1,178257
100,1237,2,3503163
100,1237,3,9512735
100,1237,0,51530301
100,1237,1,176841
100,1237,2,4288148
100,1237,3,9372093
100,1237,0,44855954
100,1237,1,177148
100,1237,2,3648449
100,1237,3,8871342
100,1237,0,55315466
100,1237,1,175710
100,1237,2,3129998
100,1237,3,5820705
100,1237,0,47395983
100,1237,1,175535
100,1237,2,5885388
100,1237,3,9868980
100,1237,0,55085178
100,1237,1,175444
100,1237,2,3495122
100,1237,3,8951107
100,1237,0,47732312
100,1237,1,174172
100,1237,2,3531141
100,1237,3,9385833
100,2475,0,67483562
100,2475,1,180044
100,2475,2,4271471
100,2475,3,9488808
100,2475,0,73376468
100,2475,1,175002
100,2475,2,4336223
100,2475,3,9670534
100,2475,0,76922233
100,2475,1,175440
100,2475,2,4486060
100,2475,3,10245252
100,2475,0,64110030
100,2475,1,175182
100,2475,2,4260925
100,2475,3,10504588
100,2475,0,75538789
100,2475,1,174892
100,2475,2,4324850
100,2475,3,10153729
100,2475,0,78566483
100,2475,1,179381
100,2475,2,4591503
100,2475,3,10033138
